,name,track_id,album,artist,artist_id,length,popularity,type,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,key,release_year,release_month,followers,genre
0,DNA.,spotify:track:6HZILIRieu8S0iqY8kIKhj,DAMN.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,3.0991,80,track,1,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.357,139.913,4,0.422,1,2017,4,20804965,conscious hip hop
1,Big Shot (with Travis Scott),spotify:track:5cXg9IQS34FzLVdHhp7hu7,Black Panther The Album Music From And Inspired By,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,3.6971,66,track,1,0.00759,0.855,0.478,0.0,0.101,-9.116,0.193,130.018,4,0.284,1,2018,2,20804965,conscious hip hop
2,DUCKWORTH.,spotify:track:2PESSRrfGBuDrJ1I7rm8dc,DAMN. COLLECTORS EDITION.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,4.14355,49,track,1,0.0536,0.552,0.731,0.0,0.258,-6.873,0.615,174.516,4,0.632,7,2017,12,20804965,conscious hip hop
3,LOVE. FEAT. ZACARI.,spotify:track:0R9U7yIlLm8KAL6iQbwKKT,DAMN. COLLECTORS EDITION.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,3.5566666666666666,48,track,1,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,4,0.779,10,2017,12,20804965,conscious hip hop
4,HUMBLE.,spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,DAMN. COLLECTORS EDITION.,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,2.95,47,track,1,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,4,0.421,1,2017,12,20804965,conscious hip hop
5,The Heart Part 5,spotify:track:5MMW4CZsZiZt2iuqAXzzWC,The Heart Part 5,Kendrick Lamar,spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,5.537133333333333,77,track,1,0.183,0.7,0.812,0.0,0.0756,-8.128,0.297,97.405,4,0.801,1,2022,5,20804965,conscious hip hop
6,Crocodile Rock,spotify:track:6WCeFNVAXUtNczb7lqLiZU,Don't Shoot Me I'm Only The Piano Player,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,3.924,73,track,0,0.0263,0.621,0.8,1.51e-05,0.0591,-7.284,0.0344,149.91,4,0.968,4,1973,1,9566852,glam rock
7,"Rocket Man (I Think It's Going To Be A Long, Long Time)",spotify:track:3gdewACMIVMEWVbyb8O9sY,Honky Chateau,Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,4.69355,81,track,0,0.432,0.601,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,4,0.341,10,1972,5,9566852,glam rock
8,Bennie And The Jets - Remastered 2014,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,Goodbye Yellow Brick Road (Remastered),Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,5.3758,75,track,0,0.259,0.665,0.673,7.62e-06,0.497,-7.95,0.0493,132.642,4,0.779,0,1973,10,9566852,glam rock
9,Don't Go Breaking My Heart - Remastered,spotify:track:3Oa9AekIq67UBax1H9bXp6,Diamonds (Deluxe),Elton John,spotify:artist:3PhoLpVuITZKcymswpck5b,4.435766666666667,49,track,0,0.158,0.722,0.932,0.0,0.0914,-4.761,0.0371,131.473,4,0.802,5,2017,11,9566852,glam rock
10,Close Up Tight,spotify:track:50axZzkJ94XJbJAyTZyyNa,Pure Music,Chase,spotify:artist:3MZzBXBiCadVucO7AAdQUC,7.59155,11,track,0,0.213,0.483,0.962,0.629,0.203,-2.384,0.104,120.007,3,0.627,7,1974,4,3057,
11,Open Up Wide,spotify:track:4gwJW2ppceiKyuSxVfbOb2,Chase,Chase,spotify:artist:3MZzBXBiCadVucO7AAdQUC,3.8042166666666666,20,track,0,0.631,0.486,0.71,0.89,0.439,-5.072,0.0641,91.153,4,0.652,10,1971,4,3057,
12,Get It On,spotify:track:006yvCdaWUS79qp2Ip3Hdl,Chase,Chase,spotify:artist:3MZzBXBiCadVucO7AAdQUC,2.9857666666666667,32,track,0,0.487,0.409,0.902,0.00358,0.035,-5.714,0.1,135.797,4,0.728,5,1971,4,3057,
13,Fireball (feat. John Ryan),spotify:track:4Y7XAxTANhu3lmnLAzhWJW,Globalization,Pitbull,spotify:artist:0TnOYISbd1XYRBk9myaseg,3.9366666666666665,74,track,0,0.0908,0.761,0.933,8.53e-05,0.0607,-5.38,0.056,122.959,4,0.836,10,2014,11,9396392,dance pop
14,Electroman Adventures,spotify:track:7rdhLgsREljoNLmeyxkb2V,Community Favorites,Waterflame,spotify:artist:7biIlpW0y5KqYIehTQz1wz,2.5430166666666665,48,track,0,0.000393,0.522,0.602,0.905,0.134,-11.79,0.0813,169.942,4,0.825,8,2015,2,91631,speedrun
15,Jumper,spotify:track:2ezaZvq9qEVMa8CEz2LUVa,Community Favorites,Waterflame,spotify:artist:7biIlpW0y5KqYIehTQz1wz,1.7205833333333334,47,track,0,0.398,0.675,0.691,0.884,0.0993,-11.949,0.0668,175.002,4,0.901,5,2015,2,91631,speedrun
16,Code Monkey,spotify:track:1rIFZk9tTUtHP3vULR5wXe,JoCo Looks Back,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,3.176,32,track,0,0.0842,0.569,0.612,0.0,0.0858,-6.333,0.0423,159.938,4,0.78,4,2008,1,98254,antiviral pop
17,Ikea,spotify:track:3YlkEc9QQOAdMf4kecOA8b,JoCo Looks Back,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,3.0813333333333333,28,track,0,0.0107,0.532,0.757,0.0,0.0741,-6.044,0.0457,159.862,4,0.884,2,2008,1,98254,antiviral pop
18,Tom Cruise Crazy,spotify:track:4gDbBgMuC4ICA2K6o0QDOH,JoCo Looks Back,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,3.6991,25,track,0,0.626,0.822,0.357,1.53e-06,0.145,-10.065,0.0304,82.514,4,0.892,4,2008,1,98254,antiviral pop
19,Skullcrusher Mountain,spotify:track:7l3kYZIfTIpgthYcekjv4k,JoCo Looks Back,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,4.332,43,track,0,0.101,0.565,0.679,4.79e-05,0.0913,-7.903,0.031,140.006,4,0.588,4,2008,1,98254,antiviral pop
20,Re: Your Brains,spotify:track:1KrpXYLMCJ8GaDSz61FQNU,Thing a Week Two,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,4.545766666666666,44,track,0,0.351,0.596,0.511,0.0,0.201,-9.209,0.0251,80.031,4,0.534,0,2006,1,98254,antiviral pop
21,Code Monkey,spotify:track:3cLqK3LPVrTIzfENVmYLoU,Thing a Week Three,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,3.1546666666666665,46,track,0,0.172,0.583,0.619,0.0,0.0951,-6.827,0.0443,159.973,4,0.804,4,2006,1,98254,antiviral pop
22,I Feel Fantastic,spotify:track:0iq3MFEbuKTWJgdhwdOwXI,JoCo Looks Back,Jonathan Coulton,spotify:artist:292sg99iIOc93zcd30r4Oz,3.0942166666666666,45,track,0,0.319,0.786,0.859,0.0,0.0719,-5.893,0.0709,99.977,4,0.772,11,2008,1,98254,antiviral pop
23,"Forest Entrance (From ""Castle Crashers"")",spotify:track:06Ra9KnXvHG1vlOzkrl7o4,"Video Game Guitar Covers, Vol. 5",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.8806166666666666,23,track,0,0.04,0.0893,0.83,0.924,0.078,-0.328,0.0531,177.904,4,0.315,1,2020,6,46524,otacore
24,"Race Around the World (From ""Castle Crashers"")",spotify:track:0traYh2rC3YfBG6295aAOX,"Video Game Guitar Covers, Vol. 5",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.8669166666666666,19,track,0,0.000236,0.378,0.966,0.935,0.319,-3.302,0.144,180.002,4,0.115,5,2020,6,46524,otacore
25,Luigi's Mansion Theme,spotify:track:6dNrVwxchaewFwyzXEKMRl,"Video Game Guitar Covers, Vol. 5",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.55085,23,track,0,1.45e-05,0.469,0.607,0.95,0.0863,-5.798,0.057,102.008,4,0.317,4,2020,6,46524,otacore
26,"Wild Pokémon Battle Johto (From ""Pokémon Gold/Silver"")",spotify:track:5G1mjuJeVFkT3wDdqq2SXA,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.5893333333333333,0,track,0,0.000121,0.34,0.704,0.972,0.341,-5.852,0.0647,95.072,4,0.321,8,2012,10,46524,otacore
27,"Pokémon Title Theme (From ""Pokémon Red/Blue"")",spotify:track:1weEyanBvn4jhDBL2O0CfX,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,3.3073333333333332,0,track,0,0.00659,0.269,0.813,0.903,0.366,-7.645,0.069,160.088,4,0.26,0,2012,10,46524,otacore
28,"Winterbliss (From ""Castle Crashers"")",spotify:track:0D0EoOnB2hADsIHJ7BPbN4,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,3.0031,0,track,0,0.0276,0.326,0.741,0.959,0.139,-10.298,0.089,135.004,4,0.164,5,2012,10,46524,otacore
29,"Hospital Theme (From ""Super Meat Boy"")",spotify:track:57yis3FWN8G6MKOxlhCbf7,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.8533333333333335,0,track,0,7.3e-06,0.35,0.74,0.753,0.0856,-6.314,0.0422,130.042,4,0.197,10,2012,10,46524,otacore
30,"Hot Damned (From ""Super Meat Boy"")",spotify:track:5NigS9iEXvJtx3RDHFZ8Rx,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.5103333333333335,0,track,0,3.41e-05,0.237,0.705,0.809,0.158,-5.688,0.046,80.032,4,0.513,3,2012,10,46524,otacore
31,"Cerulean City (From ""Pokémon Red/Blue"")",spotify:track:1qvQOh6nZk0OoqwIMi26Fh,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.63,0,track,0,0.0155,0.289,0.879,0.49,0.101,-4.086,0.0614,132.288,4,0.452,4,2012,10,46524,otacore
32,"Gym Leader Battle (From ""Pokémon Red/Blue"")",spotify:track:2SMd4FEhAYza5BYZpBJK2Q,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.0294166666666666,0,track,0,0.0001,0.323,0.685,0.962,0.345,-6.193,0.0517,94.631,4,0.312,1,2012,10,46524,otacore
33,"Mumbo's Mountain (From ""Banjo Kazooie"")",spotify:track:6ThwmzEV3H0rnyCartcwX8,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.8215,0,track,0,0.0459,0.619,0.599,0.906,0.298,-8.847,0.0283,95.038,4,0.562,0,2012,10,46524,otacore
34,"Gruntilda's Lair (From ""Banjo Kazooie"")",spotify:track:1CLYkwoKXjF05WtNYI6NwJ,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,3.4568333333333334,0,track,0,0.0286,0.297,0.596,0.853,0.0709,-10.492,0.054,149.943,3,0.342,8,2012,10,46524,otacore
35,"Bubblegloop Swamp (From ""Banjo Kazooie"")",spotify:track:4f4nkmlOziOaWIUBeOvxXn,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.7068333333333334,0,track,0,0.00342,0.237,0.502,0.925,0.154,-5.26,0.0363,139.827,4,0.375,0,2012,10,46524,otacore
36,"Tetris A Theme (From ""Tetris"")",spotify:track:1JTgQdvk3OAcOaK4D7oyWL,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.105,0,track,0,6.47e-05,0.118,0.693,0.981,0.252,-3.319,0.0496,149.221,3,0.485,9,2012,10,46524,otacore
37,Undead Desperation (2-2),spotify:track:0hyyYSRexcMCSbyAeUCcFr,Aria's Ascent (The Crypt of the Necrodancer Metal Soundtrack),FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.8424,0,track,0,6.85e-05,0.423,0.859,0.729,0.567,-5.542,0.0437,140.06,4,0.387,6,2015,5,46524,otacore
38,A Shadow To Prevail (4-3),spotify:track:0PP16rFLBSUczz4diZoW0Z,Aria's Ascent (The Crypt of the Necrodancer Metal Soundtrack),FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,2.675,0,track,0,1.47e-05,0.326,0.978,0.964,0.338,-3.682,0.128,160.056,4,0.149,6,2015,5,46524,otacore
39,"One Winged Angel (From ""Final Fantasy VII"")",spotify:track:5oHeYcyi5owe5o1GacrCoW,"Video Game Guitar Covers, Vol. 2",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,4.4815,0,track,0,0.112,0.341,0.638,0.949,0.149,-6.633,0.0467,122.047,4,0.204,2,2012,10,46524,otacore
40,Echoes Of The Necrodancer,spotify:track:2k9fK3BBH3Lw2CFOsfpNMm,Aria's Ascent (The Crypt of the Necrodancer Metal Soundtrack),FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,3.132816666666667,0,track,0,3.25e-05,0.223,0.977,0.972,0.369,-4.368,0.162,140.122,4,0.0466,9,2015,5,46524,otacore
41,"Still Alive (From ""Portal"")",spotify:track:35n30dVzEakrkXf7CgGTpO,"Video Game Guitar Covers, Vol. 1",FamilyJules,spotify:artist:1w7df2ogprg1i3iQ9fH7pO,3.0915833333333333,0,track,0,0.00719,0.523,0.628,0.807,0.333,-5.895,0.0399,120.007,4,0.333,4,2011,7,46524,otacore
42,Deep Sea Bass,spotify:track:0LZ2Nm02YsEyUdvyMX6EhD,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.178166666666667,0,track,0,0.00165,0.626,0.783,0.92,0.103,-7.74,0.031,125.963,4,0.963,5,2015,4,46393,indie game soundtrack
43,Disco Descent Shopkeeper,spotify:track:77UO48zqZTXuwCwBAxbrVg,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.0130333333333335,0,track,0,0.00073,0.635,0.748,0.904,0.104,-4.941,0.0935,115.01,4,0.0643,9,2015,4,46393,indie game soundtrack
44,Stone Cold Shopkeeper,spotify:track:1NlzpBH1YjDIXUIE54Ez9E,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7382333333333335,0,track,0,0.00858,0.711,0.763,0.113,0.0815,-5.446,0.25,134.977,4,0.323,6,2015,4,46393,indie game soundtrack
45,Grave Throbbing Shopkeeper,spotify:track:7fFMM7WXgy1IMQfchTz0V4,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.8450166666666665,0,track,0,0.00185,0.533,0.671,0.0293,0.179,-7.169,0.0323,140.02,4,0.178,6,2015,4,46393,indie game soundtrack
46,A Cold Sweat Shopkeeper,spotify:track:7u1yU6skGkDgaI248QHz6I,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.99715,0,track,0,0.000157,0.477,0.801,0.531,0.095,-5.299,0.118,154.914,4,0.236,7,2015,4,46393,indie game soundtrack
47,A Hot Mess Shopkeeper (feat. FamilyJules7x),spotify:track:0cyzNI8EKfXQbVxch2NUAO,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.99715,0,track,0,2.8e-05,0.465,0.87,0.894,0.153,-5.499,0.0806,154.919,4,0.402,4,2015,4,46393,indie game soundtrack
48,Power of the Meat (Josh Whelchel Remix) (feat. Melinda Hershey),spotify:track:0EqBAEzbdvWQ5ULzMoCVsG,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,5.5301,13,track,0,0.0252,0.656,0.796,2.03e-05,0.442,-6.972,0.0465,128.028,4,0.677,3,2011,11,46393,indie game soundtrack
49,Crypteque,spotify:track:0rXKKQiBmzeBTPlK6vEOno,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7600666666666664,0,track,0,7.61e-06,0.547,0.848,0.65,0.0723,-6.622,0.0407,130.011,4,0.649,1,2015,4,46393,indie game soundtrack
50,Stone Cold,spotify:track:6yW8QlVNotmThiku5PH0Bi,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7382333333333335,0,track,0,0.0146,0.777,0.811,0.00148,0.0784,-6.816,0.268,135.023,4,0.349,7,2015,4,46393,indie game soundtrack
51,Styx and Stones Shopkeeper,spotify:track:4xBkUdRbecuXRKKnTDF2Rx,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.0338833333333333,0,track,0,4.83e-05,0.593,0.837,0.522,0.429,-6.343,0.0374,130.023,4,0.0849,6,2015,4,46393,indie game soundtrack
52,A Hot Mess (feat. FamilyJules7x),spotify:track:0UDbYyELLpAfEWURi2PSGf,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.99715,0,track,0,3.26e-05,0.526,0.891,0.831,0.145,-7.276,0.0466,154.959,4,0.544,7,2015,4,46393,indie game soundtrack
53,Heart of the Crypt Shopkeeper,spotify:track:5vWJd5ifUB8a3GdbaxCNBN,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.6879,0,track,0,4e-05,0.463,0.964,0.936,0.146,-5.757,0.203,145.084,4,0.316,8,2015,4,46393,indie game soundtrack
54,The Wight to Remain Shopkeeper,spotify:track:3UxJqPYnOsslgKkvAr7E6M,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7196333333333333,0,track,0,0.0229,0.521,0.974,0.03,0.102,-5.298,0.206,159.967,4,0.314,6,2015,4,46393,indie game soundtrack
55,Igneous Rock (feat. FamilyJules7x),spotify:track:6ycDNohJuGaK8JF8BMaY8A,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7382333333333335,0,track,0,0.000187,0.574,0.942,0.751,0.304,-5.715,0.104,135.007,4,0.198,7,2015,4,46393,indie game soundtrack
56,Tombtorial,spotify:track:2nFGJJ1B8DvGfXJy7L2aDk,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.3045166666666668,0,track,0,0.000304,0.688,0.556,0.871,0.0649,-7.847,0.0825,99.998,4,0.406,1,2015,4,46393,indie game soundtrack
57,Dead End,spotify:track:3HBYDweaMdyLfsS8Hz0PZE,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.9292166666666666,0,track,0,0.000149,0.617,0.598,0.906,0.073,-6.706,0.0279,139.974,4,0.195,9,2015,4,46393,indie game soundtrack
58,Mausoleum Mash,spotify:track:5w3jT940b2E7jMyy7tFLTV,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.9191666666666665,0,track,0,0.00201,0.578,0.807,0.801,0.206,-8.127,0.037,140.021,4,0.74,8,2015,4,46393,indie game soundtrack
59,Heart of the Crypt,spotify:track:2XGTo4OiDSTK8VxuGMT7vX,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.6879,0,track,0,0.000226,0.457,0.975,0.913,0.156,-8.152,0.0537,145.034,4,0.822,3,2015,4,46393,indie game soundtrack
60,Knight to C-Sharp,spotify:track:69khPdm2Kfo6Wj0fCqeqK8,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,1.6459833333333334,0,track,0,0.00128,0.731,0.417,0.879,0.104,-8.213,0.097,123.028,4,0.932,10,2015,4,46393,indie game soundtrack
61,Mausoleum Mash Shopkeeper,spotify:track:20q7msuax8ld8BtcQW2k7f,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.9191666666666665,0,track,0,0.00275,0.622,0.736,0.657,0.507,-6.261,0.0433,139.989,4,0.467,8,2015,4,46393,indie game soundtrack
62,C.H.A.D.'s Lullaby (Ch 2 Boss),spotify:track:5hLsnXbEpw1KxP6njGi0Y6,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.4166666666666665,25,track,0,0.000709,0.474,0.954,0.74,0.166,-7.83,0.0331,96.01,4,0.498,4,2011,11,46393,indie game soundtrack
63,Forest Funk (Ch 1 Light World),spotify:track:1nGi3nUssOmU2w6gjtGGwb,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.0085333333333333,30,track,0,0.000265,0.63,0.905,0.892,0.362,-7.684,0.0337,117.011,4,0.583,7,2011,11,46393,indie game soundtrack
64,Fungal Funk Shopkeeper,spotify:track:1U4ualuHg6KW4pagj4VI0M,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.6696833333333334,0,track,0,0.0584,0.63,0.807,0.479,0.117,-4.523,0.0434,130.018,4,0.413,4,2015,4,46393,indie game soundtrack
65,March of the Profane Shopkeeper (feat. FamilyJules7x),spotify:track:6i7mVMou3lQcR7211LomyR,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7939,0,track,0,0.0403,0.442,0.87,0.313,0.0618,-5.066,0.249,108.587,3,0.386,11,2015,4,46393,indie game soundtrack
66,Crypteque Shopkeeper,spotify:track:3gjLnqv7KE6pXew5DOX9T0,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7600666666666664,0,track,0,9.63e-06,0.59,0.864,0.661,0.0797,-6.646,0.056,130.029,4,0.473,6,2015,4,46393,indie game soundtrack
67,March of the Profane (feat. FamilyJules7x),spotify:track:4VURwXYRE9PVRd9oGNfJVM,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7939,0,track,0,0.00548,0.615,0.859,0.835,0.0529,-7.048,0.0497,145.021,4,0.551,11,2015,4,46393,indie game soundtrack
68,Hot Damned (Ch 4 Light World),spotify:track:1sV9iivNVbKyozdWmzbaXJ,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.9,26,track,0,0.000365,0.466,0.927,0.484,0.313,-7.309,0.0408,159.958,4,0.597,3,2011,11,46393,indie game soundtrack
69,Momentum Mori,spotify:track:2oDL3FEQSYv8O47Kk5wivR,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.8186166666666668,0,track,0,0.00144,0.487,0.664,0.872,0.102,-10.605,0.0364,140.012,4,0.625,1,2015,4,46393,indie game soundtrack
70,Dance of the Decorous Shopkeeper,spotify:track:1LcBAxuk6tEaasJafP8Fut,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7939,0,track,0,0.00385,0.666,0.892,0.593,0.0575,-5.617,0.133,145.055,4,0.53,1,2015,4,46393,indie game soundtrack
71,Watch Your Step,spotify:track:6Pxs15ZADcayv3OHN7wV8J,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,3.959216666666667,0,track,0,0.000379,0.765,0.481,0.773,0.101,-8.877,0.0469,119.997,4,0.381,11,2015,4,46393,indie game soundtrack
72,Grave Throbbing,spotify:track:08rALr5QinqdY3rkApgd5L,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.8450166666666665,0,track,0,0.00297,0.579,0.53,0.597,0.0742,-9.433,0.0266,140.002,4,0.293,6,2015,4,46393,indie game soundtrack
73,Igneous Rock Shopkeeper (feat. FamilyJules7x),spotify:track:0Une0xz54QBOL05ymOJ3ne,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.7382333333333335,0,track,0,0.000686,0.477,0.942,0.683,0.31,-4.268,0.163,135.036,4,0.19,7,2015,4,46393,indie game soundtrack
74,Absolutetion (feat. FamilyJules7x),spotify:track:0Dwyo0BovYOD8V7xogmqOQ,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.5667333333333335,0,track,0,7.12e-05,0.509,0.87,0.637,0.244,-7.608,0.0576,120.065,4,0.144,9,2015,4,46393,indie game soundtrack
75,A Cold Sweat,spotify:track:3DmzctBftBTo52zFe2K4RU,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.99715,0,track,0,0.000204,0.539,0.837,0.853,0.076,-7.251,0.0506,154.976,4,0.411,7,2015,4,46393,indie game soundtrack
76,Portabellohead,spotify:track:1qVglgdQUsDO2q9eoXjOZi,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.8398666666666665,0,track,0,0.035,0.595,0.675,0.898,0.128,-8.641,0.0267,150.013,4,0.514,11,2015,4,46393,indie game soundtrack
77,Portabellohead Shopkeeper,spotify:track:4RE88zTm2VsmjtQE4FyYCW,Crypt of the Necrodancer,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,2.8398666666666665,0,track,0,0.043,0.529,0.66,0.729,0.125,-5.544,0.0312,150.013,4,0.417,11,2015,4,46393,indie game soundtrack
78,Meat Boy (Flash) - Title,spotify:track:2bdRZP2qd4J6uYM5zLoODD,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,1.2354666666666667,9,track,0,0.0157,0.57,0.615,0.797,0.178,-10.612,0.0479,134.04,1,0.667,4,2011,11,46393,indie game soundtrack
79,Character Select Theme (unused),spotify:track:0mD6wkSPhyS5xuP43oFrgF,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,0.572,7,track,0,0.211,0.704,0.825,0.952,0.196,-6.843,0.0584,112.984,4,0.961,6,2011,11,46393,indie game soundtrack
80,Chapter 1 Menus,spotify:track:6xtmwCDrJtuOt8MgxpfX6O,Super Meat Boy! - Official Special Edition Soundtrack,Danny Baranowsky,spotify:artist:2CivYlBeDSjMj9Azw9cIHB,1.1338833333333334,16,track,0,0.0378,0.632,0.747,0.734,0.21,-8.108,0.0304,112.975,4,0.962,8,2011,11,46393,indie game soundtrack
